Abstract,Authors,Categories,Countries,Date,Day,Locations,MonthName,Publisher,SJR Best Quartile,Title,Type,Universities,WebSite,Year,_id
"Internet of Things (IoT) is progressively becoming an essential aspect of daily life that can be sensed anywhere and anytime, transforming the traditional lifestyle into a high-tech one. Numerous applications in the edge are brought to life based on IoT infrastructures. Especially, edge computing has witnessed the proliferation and impact of IoT-enabled devices benefiting from the data collection and computation capabilities of IoT. However, establishing an IoT from scratch can be monetarily expensive, and leasing the existing sub-networks confronts the potentially dishonest behavior of service providers. To address these issues, we propose a novel framework of leasing edge IoT networks and analyze the influence of sub-network owners’ dishonest behavior on the network. We model the interaction between the edge user and the owners of sub-networks by a Stackelberg game with a unique equilibrium, jointly analyzing the pricing and data collection mechanisms. The Primal-dual Decomposition algorithm and its theoretical analyses are provided for the corresponding strategies of the edge user and sub-network owners. Evaluations demonstrate that the proposed algorithm in the leasing model can save data collection cost up to 53% compared with existing data collection strategies, and illustrate the difference in network performance compared with the game without dishonest owners.","[Yiming Zeng, Pengzhan Zhou, Cong Wang, Ji Liu, Yuanyuan Yang]",Computer Networks and Communications (Q1),"[U.S., China, USA, U.S., U.S.]",20 December 2022,20,"[Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY, U.S., Collage of Computer Science, Chongqing University, Shapingba District, Chongqing, China, Department of Cybersecurity Engineering, George Mason University, Fairfax, VA, U.S., USA, Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY, U.S., Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY, U.S.]",December,ACM Transactions on Sensor Networks,Q1,ACM Transactions on Sensor Networks,RESEARCH-ARTICLE,"[Department of Electrical and Computer Engineering, Collage of Computer Science, Department of Cybersecurity Engineering, Department of Electrical and Computer Engineering, Department of Electrical and Computer Engineering]",ACM,2022,63ae010034ac983172e7ed99
"Smart contracts are automated or self-enforcing contracts that can be used to exchange assets without having to place trust in third parties. Many commercial transactions use smart contracts due to their potential benefits in terms of secure peer-to-peer transactions independent of external parties. Experience shows that many commonly used smart contracts are vulnerable to serious malicious attacks, which may enable attackers to steal valuable assets of involving parties. There is, therefore, a need to apply analysis and automated repair techniques to detect and repair bugs in smart contracts before being deployed. In this work, we present the first general-purpose automated smart contract repair approach that is also gas-aware. Our repair method is search-based and searches among mutations of the buggy contract. Our method also considers the gas usage of the candidate patches by leveraging our novel notion of gas dominance relationship. We have made our smart contract repair tool SCRepair available open-source, for investigation by the wider community.","[Xiao Liang Yu, Omar Al-Bataineh, David Lo, Abhik Roychoudhury]",Software (Q2),"[Singapore, Singapore, Singapore, Singapore]",26 September 2020,26,"[National University of Singapore, Singapore, National University of Singapore, Singapore, Singapore Management University, Singapore, National University of Singapore, Singapore]",September,ACM Transactions on Software Engineering and Methodology,Q2,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[National University of Singapore, National University of Singapore, Singapore Management University, National University of Singapore]",ACM,2020,63ae010034ac983172e7ed9a
"Ethereum is a blockchain platform that hosts and executes smart contracts. Executing a function of a smart contract burns a certain amount of gas units (a.k.a., gas usage). The total gas usage depends on how much computing power is necessary to carry out the execution of the function. Ethereum follows a free-market policy for deciding the transaction fee for executing a transaction. More specifically, transaction issuers choose how much they are willing to pay for each unit of gas (a.k.a., gas price). The final transaction fee corresponds to the gas price times the gas usage. Miners process transactions to gain mining rewards, which come directly from these transaction fees. The flexibility and the inherent complexity of the gas system pose challenges to the development of blockchain-powered applications. Developers of blockchain-powered applications need to translate requests received in the frontend of their application into one or more smart contract transactions. Yet, it is unclear how developers should set the gas parameters of these transactions given that (i) miners are free to prioritize transactions whichever way they wish and (ii) the gas usage of a contract transaction is only known after the transaction is processed and included in a new block. In this article, we analyze the gas usage of Ethereum transactions that were processed between Oct. 2017 and Feb. 2019 (the Byzantium era). We discover that (i) most miners prioritize transactions based on their gas price only, (ii) 25% of the functions that received at least 10 transactions have an unstable gas usage (coefficient of variation = 19%), and (iii) a simple prediction model that operates on the recent gas usage of a function achieves an R-Squared of 0.76 and a median absolute percentage error of 3.3%. We conclude that (i) blockchain-powered application developers should be aware that transaction prioritization in Ethereum is frequently done based solely on the gas price of transactions (e.g., a higher transaction fee does not necessarily imply a higher transaction priority) and act accordingly and (ii) blockchain-powered application developers can leverage gas usage prediction models similar to ours to make more informed decisions to set the gas price of their transactions. Lastly, based on our findings, we list and discuss promising avenues for future research.","[Abdullah A. Zarir, Gustavo A. Oliva, Zhen M. (Jack) Jiang, Ahmed E. Hassan]",Software (Q1),"[Canada, Canada, Canada, Canada]",09 March 2021,9,"[EconTech team at Amazon, Vancouver, BC, Canada, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Kingston, ON, Canada, Department of Electrical Engineering and Computer Science at York University, Toronto, Ontario, Canada, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Kingston, ON, Canada]",March,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[EconTech team at Amazon, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Department of Electrical Engineering and Computer Science at York University, Software Analysis and Intelligence Lab (SAIL) at Queen’s University]",ACM,2021,63ae010034ac983172e7ed9b
"Blockchain offers a distributed ledger to record data collected from Internet of Thing (IoT) devices as immutable and tamper-proof transactions and securely shared among authorized participants in a Peer-to-Peer (P2P) network. Despite the growing interest in using blockchain for securing IoT systems, there is a general lack of systematic research and comprehensive review of the design issues on the integration of blockchain and IoT from the software architecture perspective. This article presents a catalog of architectural tactics for the design of IoT systems supported by blockchain as a result of a Systematic Literature Review (SLR) on IoT and blockchain to extract the commonly reported quality attributes, design decisions, and relevant architectural tactics for the architectural design of this category of systems. Our findings are threefold:<?brk?> (i) identification of security, scalability, performance, and interoperability as the commonly reported quality attributes; (ii) a catalog of twelve architectural tactics for the design of IoT systems supported by blockchain; and (iii) gaps in research that include tradeoffs among quality attributes and identified tactics. These tactics might provide architects and designers with different options when searching for an optimal architectural design that meets the quality attributes of interest and constraints of a system.","[Wendy Yánez, Rami Bahsoon, Yuqun Zhang, Rick Kazman]",Software (Q1),"[UK, UK, China, US]",23 April 2021,23,"[Southern University of Science and Technology, China and University of Birmingham, UK, University of Birmingham, UK, Southern University of Science and Technology, China, Software Engineering Institute (SEI)/CMU and University of Hawaii, US]",April,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Southern University of Science and Technology, University of Birmingham, Southern University of Science and Technology, Software Engineering Institute (SEI)/CMU and University of Hawaii]",ACM,2021,63ae010034ac983172e7ed9c
"Software architectural designs are usually changed over time to support emerging technologies and to adhere to new principles. Architectural migration is an important activity that helps to transform the architectural styles applied during a system’s design with the result of modernising the system. If not performed correctly, this process could lead to potential system failures. This article presents an automated approach to refactoring architectural design and to planning the evolution process. With our solution, the architectural design can be refactored, ensuring that system functionality is preserved. Furthermore, the architectural migration process allows the system to be safely and incrementally transformed. We have evaluated our approach with five real-world software applications. The results prove the effectiveness of our approach and identify factors that impact the performance of architectural verification and migration planning. An interesting finding is that planning algorithms generate migration plans that differ in term of their relative efficiency.","[Nacha Chondamrongkul, Jing Sun, Ian Warren]",Software (Q1),"[Thailand, New Zealand, New Zealand]",23 July 2021,23,"[School of Information Technology, Mae Fah Luang University, Thailand, School of Computer Science, University of Auckland, New Zealand, School of Computer Science, University of Auckland, New Zealand]",July,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[School of Information Technology, School of Computer Science, School of Computer Science]",ACM,2021,63ae010034ac983172e7ed9d
"The selfdestruct function is provided by Ethereum smart contracts to destroy a contract on the blockchain system. However, it is a double-edged sword for developers. On the one hand, using the selfdestruct function enables developers to remove smart contracts (SCs) from Ethereum and transfers Ethers when emergency situations happen, e.g., being attacked. On the other hand, this function can increase the complexity for the development and open an attack vector for attackers. To better understand the reasons why SC developers include or exclude the selfdestruct function in their contracts, we conducted an online survey to collect feedback from them and summarize the key reasons. Their feedback shows that 66.67% of the developers will deploy an updated contract to the Ethereum after destructing the old contract. According to this information, we propose a method to find the self-destructed contracts (also called predecessor contracts) and their updated version (successor contracts) by computing the code similarity. By analyzing the difference between the predecessor contracts and their successor contracts, we found five reasons that led to the death of the contracts; two of them (i.e., Unmatched ERC20 Token and Limits of Permission) might affect the life span of contracts. We developed a tool named LifeScope to detect these problems. LifeScope reports 0 false positives or negatives in detecting Unmatched ERC20 Token. In terms of Limits of Permission, LifeScope achieves 77.89% of F-measure and 0.8673 of AUC in average. According to the feedback of developers who exclude selfdestruct functions, we propose suggestions to help developers use selfdestruct functions in Ethereum smart contracts better.","[Jiachi Chen, Xin Xia, David Lo, John Grundy]",Software (Q1),"[, , , ]",24 December 2021,24,"[Monash University, Monash University, Singapore Management University, Monash University]",December,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Monash University, Monash University, Singapore Management University, Monash University]",ACM,2021,63ae010034ac983172e7ed9e
"Side-channel attacks, which are capable of breaking secrecy via side-channel information, pose a growing threat to the implementation of cryptographic algorithms. Masking is an effective countermeasure against side-channel attacks by removing the statistical dependence between secrecy and power consumption via randomization. However, designing efficient and effective masked implementations turns out to be an error-prone task. Current techniques for verifying whether masked programs are secure are limited in their applicability and accuracy, especially when they are applied. To bridge this gap, in this article, we first propose a sound type system, equipped with an efficient type inference algorithm, for verifying masked arithmetic programs against higher-order attacks. We then give novel model-counting-based and pattern-matching-based methods that are able to precisely determine whether the potential leaky observable sets detected by the type system are genuine or simply spurious. We evaluate our approach on various implementations of arithmetic cryptographic programs. The experiments confirm that our approach outperforms the state-of-the-art baselines in terms of applicability, accuracy, and efficiency.","[Pengfei Gao, Hongyi Xie, Fu Song, Taolue Chen]",Software (Q1),"[China, China, China, UK]",11 February 2021,11,"[ShanghaiTech University, Shanghai, China, ShanghaiTech University, Shanghai, China, ShanghaiTech University, Shanghai, China, University of Surrey, Guildford, UK]",February,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[ShanghaiTech University, ShanghaiTech University, ShanghaiTech University, University of Surrey]",ACM,2021,63ae010034ac983172e7ed9f
"Blockchain is a disruptive technology intended to implement secure decentralised distributed systems, in which transactional data can be shared, stored, and verified by participants of the system without needing a central authentication/verification authority. Blockchain-based systems have several architectural components and variants, which architects can leverage to build secure software systems. However, there is a lack of studies to assist architects in making architecture design and configuration decisions for blockchain-based systems. This knowledge gap may increase the chance of making unsuitable design decisions and producing configurations prone to potential security risks. To address this limitation, we report our comprehensive systematic literature review to derive a taxonomy of commonly used architecture design decisions in blockchain-based systems. We map each of these decisions to potential security attacks and their posed threats. MITRE’s attack tactic categories and Microsoft STRIDE threat modeling are used to systematically classify threats and their associated attacks to identify potential attacks and threats in blockchain-based systems. Our mapping approach aims to guide architects to make justifiable design decisions that will result in more secure implementations.","[Sabreen Ahmadjee, Carlos Mera-Gómez, Rami Bahsoon, Rick Kazman]",Software (Q1),"[Saudi Arabia, Ecuador, UK, USA]",01 April 2022,1,"[University of Birmingham, UK, Umm Al-Qura University, Makkah, Saudi Arabia, ESPOL Polytechnic University, Escuela Superior Politécnica del Litoral, ESPOL, Guayaquil, Ecuador, University of Birmingham, Edgbaston, Birmingham, UK, University of Hawaii, Honolulu, Hawaii, USA]",April,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[University of Birmingham, ESPOL Polytechnic University, University of Birmingham, University of Hawaii]",ACM,2022,63ae010034ac983172e7eda0
"In migrating and upgrading an Ethereum smart contract, it is necessary to transfer both the code as well as the stored data. Various methods attempt to migrate or upgrade a smart contract, but they are mostly manual, error-prone and applicable only before deployment. Further, they have challenges in extracting the storage state of complex mapping data structures along with their keys. In this work, we present Smartmuv as an automatic source-code based static analysis tool to analyze and extract the state from the storage-trie of smart contracts. Based on the abstract syntax tree (AST) and the control flow graphs (CFG) of the Solidity source code, the tool analyzes each state variable including mapping types along the inheritance hierarchy. It also provides the upgrade algorithm that initializes the extracted state in the constructor of new smart contract. Smartmuv safely approximates the origin of the keys used in the mapping to extract values and has been able to extract the mapping state of 23,673 smart contracts with 95.7% overall precision. Moreover, we also validate the Smartmuv’s extracted state with the third-party tool Etherscan.","[Maha Ayub, Tania Saleem, Muhammad Umar Janjua, Talha Ahmad]",Software (Q1),"[, , , Pakistan]",29 July 2022,29,"[0000-0002-3389-9054, 0000-0001-8696-2638, 0000-0002-8048-6156, Information Technology University of Punjab, Pakistan]",July,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[0000-0002-3389-9054, 0000-0001-8696-2638, 0000-0002-8048-6156, Information Technology University of Punjab]",ACM,2022,63ae010034ac983172e7eda1
"Ethereum is one of the most popular platforms for the development of blockchain-powered applications. These applications are known as ÐApps. When engineering ÐApps, developers need to translate requests captured in the front-end of their application into one or more smart contract transactions. Developers need to pay for these transactions and, the more they pay (i.e., the higher the gas price), the faster the transaction is likely to be processed. Developing cost-effective ÐApps is far from trivial, as developers need to optimize the balance between cost (transaction fees) and user experience (transaction processing times). Online services have been developed to provide transaction issuers (e.g., ÐApp developers) with an estimate of how long transactions will take to be processed given a certain gas price. These estimation services are crucial in the Ethereum domain and several popular wallets such as Metamask rely on them. However, despite their key role, their accuracy has not been empirically investigated so far. In this paper, we quantify the transaction processing times in Ethereum, investigate the relationship between processing times and gas prices, and determine the accuracy of state-of-the-practice estimation services. Our results indicate that transactions are processed in a median of 57s and that 90% of the transactions are processed within 8m. We also show that higher gas prices result in faster transaction processing times with diminishing returns. In particular, we observe no practical difference in processing time between expensive and very expensive transactions. With regards to the accuracy of processing time estimation services, we observe that they are equivalent. However, when stratifying transactions by gas prices, we observe that Etherscan’s Gas Tracker is the most accurate estimation service for very cheap and cheap transaction. EthGasStation’s Gas Price API, in turn, is the most accurate estimation service for regular, expensive, and very expensive transactions. In a post-hoc study, we design a simple linear regression model with only one feature that outperforms the Gas Tracker for very cheap and cheap transactions and that performs as accurately as the EthGasStation model for the remaining categories. Based on our findings, ÐApp developers can make more informed decisions concerning the choice of the gas price of their application-issued transactions.","[Michael Pacheco, Gustavo A. Oliva, Gopi Krishnan Rajbahadur, Ahmed E. Hassan]",Software (Q1),"[Canada, Canada, Canada, Canada]",19 July 2022,19,"[Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada, Centre for Software Excellence at Huawei, Canada, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada]",July,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Centre for Software Excellence at Huawei, Software Analysis and Intelligence Lab (SAIL) at Queen’s University]",ACM,2022,63ae010034ac983172e7eda2
"Malware detection approaches have been extensively studied for traditional software systems. However, the development of blockchain technology has promoted the birth of a new type of software system–decentralized applications. Composed of smart contracts, a type of application that implements the Ponzi scheme logic (called smart Ponzi schemes) has caused irreversible loss and hindered the development of blockchain technology. These smart contracts generally had a short life but involved a large amount of money. Whereas identification of these Ponzi schemes before causing financial loss has been significantly important, existing methods suffer from three main deficiencies, i.e., the insufficient dataset, the reliance on the transaction records, and the low accuracy. In this study, we first build a larger dataset. Then, a large number of features from multiple views, including bytecode, semantic, and developers, are extracted. These features are independent of the transaction records. Furthermore, we leveraged machine learning methods to build our identification model, i.e., Multi-view Cascade Ensemble model (MulCas). The experiment results show that MulCas can achieve higher performance and robustness in the scope of our dataset. Most importantly, the proposed method can identify smart Ponzi scheme at the creation time.","[Zibin Zheng, Weili Chen, Zhijie Zhong, Zhiguang Chen, Yutong Lu]",Software (Q1),"[China, China, China, China, China]",24 November 2022,24,"[School of Software Engineering, Sun Yat-Sen University, China, School of Information Science and Technology, Guangdong University of Foreign Studies, China, School of Software Engineering, Sun Yat-Sen University, China, School of Computer Science and Engineering, Sun Yat-Sen University, China, School of Computer Science and Engineering, Sun Yat-Sen University, China]",November,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[School of Software Engineering, School of Information Science and Technology, School of Software Engineering, School of Computer Science and Engineering, School of Computer Science and Engineering]",ACM,2022,63ae010034ac983172e7eda3
"Ethereum has been attracting lots of attacks, hence there is a pressing need to perform timely investigation and detect more attack instances. However, existing systems suffer from the scalability issue due to the following reasons. First, the tight coupling between malicious contract detection and blockchain data importing makes them infeasible to repeatedly detect different attacks. Second, the coarse-grained archive data makes them inefficient to replay transactions. Third, the separation between malicious contract detection and runtime state recovery consumes lots of storage.","[Siwei Wu, Lei Wu, Yajin Zhou, Runhuai Li, Zhi Wang, Xiapu Luo, Cong Wang, Kui Ren]",Software (Q1),"[China, China, China, China, US, China, China, China]",09 April 2022,9,"[Zhejiang University & Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province Hangzhou, Hangzhou, China, Zhejiang University Hangzhou, Hangzhou, China, Zhejiang University Hangzhou, Hangzhou, China, Zhejiang University Hangzhou, Hangzhou, China, Florida State University Tallahassee, Tallahassee, US, The Hong Kong Polytechnic University Hong Kong, Hong Kong, China, City University of Hong Kong, Hong Kong, China, Zhejiang University Hangzhou, Hangzhou, China]",April,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Zhejiang University & Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Province Hangzhou, Zhejiang University Hangzhou, Zhejiang University Hangzhou, Zhejiang University Hangzhou, Florida State University Tallahassee, The Hong Kong Polytechnic University Hong Kong, City University of Hong Kong, Zhejiang University Hangzhou]",ACM,2022,63ae010034ac983172e7eda4
"Smart contracts are programs deployed on a blockchain. They are executed for a monetary fee paid in gas—a clear optimization target for smart contract compilers. Because smart contracts are a young, fast-moving field without (manually) fine-tuned compilers, they highly benefit from automated and adaptable approaches, especially as smart contracts are effectively immutable, and as such need a high level of assurance. This makes them an ideal domain for applying formal methods. Super-optimization is a technique to find the best translation of a block of instructions by trying all possible sequences of instructions that produce the same result. We present a framework for super-optimizing smart contracts based on Max-SMT with two main ingredients: (1) a stack functional specification extracted from the basic blocks of a smart contract, which is simplified using rules capturing the semantics of arithmetic, bit-wise, and relational operations, and (2) the synthesis of optimized blocks, which finds—by means of an efficient SMT encoding—basic blocks with minimal gas cost whose stack functional specification is equal (modulo commutativity) to the extracted one.","[Elvira Albert, Pablo Gordillo, Alejandro Hernández-Cerezo, Albert Rubio, Maria A. Schett]",Software (Q1),"[Spain, Spain, Spain, Spain, UK]",12 July 2022,12,"[Complutense University of Madrid, Spain, Complutense University of Madrid, Spain, Complutense University of Madrid, Spain, Complutense University of Madrid, Spain, University College London, UK]",July,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Complutense University of Madrid, Complutense University of Madrid, Complutense University of Madrid, Complutense University of Madrid, University College London]",ACM,2022,63ae010034ac983172e7eda5
"Tokens have become an essential part of blockchain ecosystem, so recognizing token transfer behaviors is crucial for applications depending on blockchain. Unfortunately, existing solutions cannot recognize token transfer behaviors accurately and efficiently because of their incomplete patterns and inefficient designs. This work proposes TokenAware, a novel online system for recognizing token transfer behaviors. To improve accuracy, TokenAware infers token transfer behaviors from modifications of internal bookkeeping of a token smart contract for recording the information of token holders (e.g., their addresses and shares). However, recognizing bookkeeping is challenging because smart contract bytecode does not contain type information. TokenAware overcomes the challenge by first learning the instruction sequences for locating basic types and then deriving the instruction sequences for locating sophisticated types that are composed of basic types. To improve efficiency, TokenAware introduces four optimizations. We conduct extensive experiments to evaluate TokenAware with real blockchain data. Results show that TokenAware can automatically identify new types of bookkeeping and recognize 107,202 tokens with 98.7% precision. TokenAware with optimizations merely incurs 4% overhead, which is 1/345 of the overhead led by the counterpart with no optimization. Moreover, we develop an application based on TokenAware to demonstrate how it facilitates malicious behavior detection.","[Zheyuan He, Shuwei Song, Yang Bai, Xiapu Luo, Ting Chen, Wensheng Zhang, Peng He, Hongwei Li, Xiaodong Lin, Xiaosong Zhang]",Software (Q1),"[China, China, China, Canada, China]",29 August 2022,29,"[University of Electronic Science and Technology of China, China, The Hong Kong Polytechnic University, China, University of Electronic Science and Technology of China, China, University of Guelph, Canada, University of Electronic Science and Technology of China, China]",August,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[University of Electronic Science and Technology of China, The Hong Kong Polytechnic University, University of Electronic Science and Technology of China, University of Guelph, University of Electronic Science and Technology of China]",ACM,2022,63ae010034ac983172e7eda6
"Advances in personalization of digital services are driven by low-cost data collection and processing, in addition to the wide variety of third-party frameworks for authentication, storage, and marketing. New privacy regulations, such as the General Data Protection Regulation (GDPR) and the California Consumer Privacy Act (CCPA), increasingly require organizations to explicitly state their data practices in privacy policies. When data practices change, a new version of the policy is released. This can occur a few times a year, when data collection or processing requirements are rapidly changing. Consent evolution raises specific challenges to ensuring GDPR compliance. We propose a formal consent framework to support organizations, data users and data subjects in their understanding of policy evolution under a consent regime that supports both the retroactive and non-retroactive granting and withdrawal of consent. The contributions include: (i) a formal framework to reason about data collection and access under multiple consent granting and revocation scenarios; (ii) a scripting language that implements the consent framework for encoding and executing different scenarios; (iii) five consent evolution use cases that illustrate how organizations would evolve their policies using this framework; and (iv) a scalability evaluation of the reasoning framework. The framework models are used to verify when user consent prevents or detects unauthorized data collection and access. The framework can be integrated into a runtime architecture to monitor policy violations as data practices evolve in real-time. The framework was evaluated using the five use cases and a simulation to measure the framework scalability. The simulation results show that the approach is computationally scalable for use in runtime consent monitoring under a standard model of data collection and access, and practice and policy evolution.","[Marco Robol, Travis D. Breaux, Elda Paja, Paolo Giorgini]",Software (Q1),"[Italy, USA, Copenhagen,, Italy]",29 June 2022,29,"[DISI, University of Trento, Trento, Italy, Institute of Software Research, Carnegie Mellon University, Pittsburgh, PA, USA, Computer Science Department, IT University of Copenhagen, Copenhagen,, DISI, University of Trento, Trento, Italy]",June,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[DISI, Institute of Software Research, Computer Science Department, DISI]",ACM,2022,63ae010034ac983172e7eda7
"With the development of decentralized networks, smart contracts, especially those for ERC tokens, are attracting more and more Dapp users to implement their applications. There are some functions in ERC token contracts that only a specific group of accounts could invoke. Among those functions, some even can influence other accounts or the whole system without prior notice or permission. These functions are referred to as contract backdoors. Once exploited by an attacker, they can cause property losses and harm users’ privacy.","[Fuchen Ma, Meng Ren, Lerong Ouyang, Yuanliang Chen]",Software (Q1),"[China, China, China, China]",30 August 2022,30,"[Tsinghua University, China, Tsinghua University, China, Tsinghua University, China, Tsinghua University, China]",August,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Tsinghua University, Tsinghua University, Tsinghua University, Tsinghua University]",ACM,2022,63ae010034ac983172e7eda8
"Programming language documentation refers to the set of technical documents that provide application developers with a description of the high-level concepts of a language (e.g., manuals, tutorials, and API references). Such documentation is essential to support application developers in effectively using a programming language. One of the challenges faced by documenters (i.e., personnel that design and produce documentation for a programming language) is to ensure that documentation has relevant information that aligns with the concrete needs of developers, defined as the missing knowledge that developers acquire via voluntary search. In this paper, we present an automated approach to support documenters in evaluating the differences and similarities between the concrete information need of developers and the current state of documentation (a problem that we refer to as the topical alignment of a programming language documentation). Our approach leverages semi-supervised topic modelling that uses domain knowledge to guide the derivation of topics. We initially train a baseline topic model from a set of Rust-related Q&A posts. We then use this baseline model to determine the distribution of topic probabilities of each document of the official Rust documentation. Afterwards, we assess the similarities and differences between the topics of the Q&A posts and the official documentation. Our results show a relatively high level of topical alignment in Rust documentation. Still, information about specific topics is scarce in both the Q&A websites and the documentation, particularly related topics with programming niches such as network, game, and database development. For other topics (e.g., related topics with language features such as structs, patterns and matchings, and foreign function interface), information is only available on Q&A websites while lacking in the official documentation. Finally, we discuss implications for programming language documenters, particularly how to leverage our approach to prioritize topics that should be added to the documentation.","[Filipe R. Cogo, Xin Xia, Ahmed E. Hassan]",Software (Q1),"[Canada, China, Canada]",13 July 2022,13,"[Centre for Software Excellence, Huawei, Canada, Software Engineering Application Technology Lab, Huawei, China, School of Computing, Queen’s University, Canada]",July,ACM Transactions on Software Engineering and Methodology,Q1,ACM Transactions on Software Engineering and Methodology,RESEARCH-ARTICLE,"[Centre for Software Excellence, Software Engineering Application Technology Lab, School of Computing]",ACM,2022,63ae010034ac983172e7eda9
"Locating the original region of tampered features is a challenging task for existing 2D vector map fragile watermarking methods. This article presents a 2D vector map fragile watermarking framework that locates not only the current but also the original region of tampered feature groups. In particular, we propose dividing the features of the host vector map into groups, and embedding a watermark consisting of location-bits and check-bits into each group at the sender side. At the receiver side, by comparing the extracted and calculated check-bits, one can identify tampered groups and locate their current regions. Then the location-bits extracted from the mapping groups are used to indicate the original regions of the tampered groups. To demonstrate and analyze the applicability of this framework, we instantiate it by proposing a simulated annealing (SA)-based group division method, a group mapping method, a minimum encasing rectangle (MER) based location-bits generation method and a check-bits generation method, and use an existing reversible data hiding method for watermark embedding. The experimental results show that the proposed framework can locate all the regions influenced by tampering, and the SA-based group division method can get a better region location ability.","[Nana Wang, Mohan Kankanhalli]",Computer Science Applications (Q2); Discrete Mathematics and Combinatorics (Q2); Information Systems (Q2); Modeling and Simulation (Q2); Signal Processing (Q2); Geometry and Topology (Q3),"[People's Republic of China, Singapore]",12 September 2018,12,"[Jiangsu Normal University, People's Republic of China, National University of Singapore, Singapore]",September,ACM Transactions on Spatial Algorithms and Systems,Q2,ACM Transactions on Spatial Algorithms and Systems,RESEARCH-ARTICLE,"[Jiangsu Normal University, National University of Singapore]",ACM,2018,63ae010034ac983172e7edaa
"In the current COVID-19 pandemic, manual contact tracing has been proven to be very helpful to reach close contacts of infected users and slow down spread of the virus. To improve its scalability, a number of automated contact tracing (ACT) solutions have been proposed, and some of them have been deployed. Despite the dedicated efforts, security and privacy issues of these solutions are still open and under intensive debate. In this article, we examine the ACT concept from a broader perspective, by focusing on not only security and privacy issues but also functional issues such as interface, usability, and coverage. We first elaborate on these issues and particularly point out the inevitable privacy leakages in existing Bluetooth Low Energy based ACT solutions, including centralized and decentralized ones. In addition, we examine the existing venue-based ACT solutions and identify their privacy and security concerns. Then, we propose a generic venue-based ACT solution and a concrete instantiation based on Bluetooth Low Energy technology. Our solution monitors users’ contacting history only in virus-spreading-prone venues and offers higher-level protection for both security and privacy than its predecessors. Finally, we evaluate our solution from security, privacy, and efficiency perspectives, and also highlight how to reduce false positives in some specific indoor environments.",[Qiang Tang],Discrete Mathematics and Combinatorics (Q1); Computer Science Applications (Q2); Geometry and Topology (Q2); Information Systems (Q2); Modeling and Simulation (Q2); Signal Processing (Q2),[Luxembourg],30 December 2021,30,"[Luxembourg Institute of Science and Technology (LIST), Esch sur Alzette, Luxembourg]",December,ACM Transactions on Spatial Algorithms and Systems,Q1,ACM Transactions on Spatial Algorithms and Systems,RESEARCH-ARTICLE,[Luxembourg Institute of Science and Technology (LIST)],ACM,2021,63ae010034ac983172e7edab
