Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
9743;11300153720;Physical Communication;18744907;0,484;Q2;2019;Electrical and Electronic Engineering (Q2)
9744;19700167024;Science China Technological Sciences;16747321, 18691900;0,484;Q1;2019;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2)"
9745;19700187702;Synchrotron Radiation News;08940886, 19317344;0,484;Q2;2019;"Atomic and Molecular Physics, and Optics (Q2); Nuclear and High Energy Physics (Q2)"
9746;144831;Advances in Applied Ceramics;17436761, 17436753;0,483;Q2;2019;"Ceramics and Composites (Q2); Industrial and Manufacturing Engineering (Q2)"
9747;21100207201;Archives of Plastic Surgery;22346163, 22346171;0,483;Q2;2019;Surgery (Q2)
9748;27599;Clinical Nursing Research;10547738, 15523799;0,483;Q2;2019;Nursing (miscellaneous) (Q2)
9749;21100394794;Clinical Trials and Regulatory Science in Cardiology;24055875;0,483;Q3;2019;Cardiology and Cardiovascular Medicine (Q3)
9750;21192;Drug Development Research;02724391, 10982299;0,483;Q3;2019;Drug Discovery (Q3)
9751;19700167301;Environmental Economics and Policy Studies;1867383X, 1432847X;0,483;Q2;2019;"Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)"
9752;14175;European Journal of Development Research;17439728, 09578811;0,483;Q2;2019;"Development (Q2); Geography, Planning and Development (Q2)"
9753;21100283375;Investigaciones Historicas;02109425, 25306472;0,483;Q1;2019;History (Q1)
9754;21100258622;Journal of Economic Integration;19765525, 1225651X;0,483;Q1;2019;Economics, Econometrics and Finance (miscellaneous) (Q1)
9755;21100446531;Journal of Entrepreneurship in Emerging Economies;20534604, 20534612;0,483;Q1;2019;"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2)"
9756;21100218515;Journal of Gambling Issues;19107595;0,483;Q2;2019;"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
9757;16015;Journal of Industrial Textiles;15308057, 15280837;0,483;Q2;2019;"Chemical Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Materials Science (miscellaneous) (Q2); Polymers and Plastics (Q2)"
9758;144657;Journal of Property Investment and Finance;1463578X;0,483;Q1;2019;"Economics, Econometrics and Finance (miscellaneous) (Q1); Business, Management and Accounting (miscellaneous) (Q2); Finance (Q2)"
9759;19700194012;Journal of Renewable and Sustainable Energy;19417012;0,483;Q3;2019;Renewable Energy, Sustainability and the Environment (Q3)
9760;21100466866;Journal of Therapeutic Ultrasound;20505736;0,483;Q3;2019;Radiology, Nuclear Medicine and Imaging (Q3)
9761;5700152857;Mind, Culture, and Activity;10749039, 15327884;0,483;Q1;2019;"Anthropology (Q1); Cultural Studies (Q1); Linguistics and Language (Q1); Education (Q2); Social Psychology (Q2); Cognitive Neuroscience (Q3); Developmental and Educational Psychology (Q3)"
9762;28256;Nationalities Papers;14653923, 00905992;0,483;Q1;2019;"History (Q1); Geography, Planning and Development (Q2); Political Science and International Relations (Q2)"
9763;21100824459;Perspectives in Clinical Research;22293485, 22295488;0,483;Q2;2019;Medicine (miscellaneous) (Q2)
9764;11600153414;Proceedings of the Institution of Civil Engineers: Ground Improvement;17550750, 17550769;0,483;Q2;2019;"Building and Construction (Q2); Geotechnical Engineering and Engineering Geology (Q2); Mechanics of Materials (Q2); Soil Science (Q2)"
9765;21100409365;Strategic Change;10861718, 10991697;0,483;Q2;2019;"Business, Management and Accounting (miscellaneous) (Q2); Finance (Q2)"
9766;23651;System Dynamics Review;10991727, 08837066;0,483;Q2;2019;"Management of Technology and Innovation (Q2); Social Sciences (miscellaneous) (Q2); Strategy and Management (Q2)"
9767;29770;Hand Clinics;15581969, 07490712;0,482;Q2;2019;"Surgery (Q2); Orthopedics and Sports Medicine (Q3)"
9768;21100286950;Heritage Science;20507445;0,482;Q1;2019;"Archeology (Q1); Archeology (arts and humanities) (Q1); Conservation (Q1)"
9769;13917;Indian Journal of Ophthalmology;19983689, 03014738;0,482;Q3;2019;Ophthalmology (Q3)
9770;21100857210;Inorganics;23046740;0,482;Q2;2019;Inorganic Chemistry (Q2)
9771;21907;Journal of Anaesthesiology Clinical Pharmacology;09709185, 22312730;0,482;Q2;2019;"Anesthesiology and Pain Medicine (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacology (medical) (Q3)"
9772;15854;Journal of Circadian Rhythms;17403391;0,482;Q3;2019;"Physiology (Q3); Endocrine and Autonomic Systems (Q4)"
9773;19900192221;Journal of Management Control;2191477X, 21914761;0,482;Q2;2019;"Management Information Systems (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
9774;20669;Journal of Multinational Financial Management;1042444X;0,482;Q2;2019;"Economics and Econometrics (Q2); Finance (Q2)"
9775;26158;Journal of Oral Science;13434934, 18804926;0,482;Q2;2019;"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
9776;21100206268;Journal of Photonics for Energy;19477988;0,482;Q2;2019;"Atomic and Molecular Physics, and Optics (Q2); Renewable Energy, Sustainability and the Environment (Q3)"
9777;12574;Journal of Radiological Protection;09524746, 13616498;0,482;Q2;2019;"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2)"
9778;22774;Policy Studies;14701006, 01442872;0,482;Q2;2019;Political Science and International Relations (Q2)
9779;5800184384;SOCAR Proceedings;22186867, 22188622;0,482;Q2;2019;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Fuel Technology (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Applied Mathematics (Q3); Geophysics (Q3)"
9780;17569;Wireless Networks;10220038, 15728196;0,482;Q2;2019;"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2)"
9781;19700185000;ACM SIGPLAN Notices;15232867, 15581160;0,481;Q2;2019;Computer Science (miscellaneous) (Q2)
9782;21100781511;Agriculture (Switzerland);20770472;0,481;Q2;2019;"Agronomy and Crop Science (Q2); Food Science (Q2); Plant Science (Q2)"
9783;16295;Australian Occupational Therapy Journal;00450766, 14401630;0,481;Q2;2019;Occupational Therapy (Q2)
9784;18421;Canadian Respiratory Journal;11982241, 19167245;0,481;Q2;2019;"Medicine (miscellaneous) (Q2); Pulmonary and Respiratory Medicine (Q3)"
9785;5100152905;Clinical Neuropsychiatry;17244935;0,481;Q3;2019;Psychiatry and Mental Health (Q3)
9786;144745;Educational Research and Evaluation;17444187, 13803611;0,481;Q2;2019;Education (Q2)
9787;26067;Endokrynologia Polska;0423104X;0,481;Q3;2019;"Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)"
9788;21100206280;Ensenanza de las Ciencias;02124521, 21746486;0,481;Q2;2019;Education (Q2)
9789;14388;Information Processing Letters;200190;0,481;Q2;2019;"Computer Science Applications (Q2); Information Systems (Q2); Signal Processing (Q2); Theoretical Computer Science (Q3)"
9790;12424;Inverse Problems in Science and Engineering;17415985, 17415977;0,481;Q1;2019;"Engineering (miscellaneous) (Q1); Computer Science Applications (Q2); Applied Mathematics (Q3)"
9791;29852;Journal of Accounting Education;7485751;0,481;Q2;2019;"Accounting (Q2); Education (Q2)"
9792;21100855842;Journal of Earth System Science;23474327, 02534126, 0973774X;0,481;Q2;2019;Earth and Planetary Sciences (miscellaneous) (Q2)
9793;18041;Journal of Electrostatics;3043886;0,481;Q2;2019;"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Surfaces, Coatings and Films (Q2); Biotechnology (Q3)"
9794;15300154847;Journal of Population Research;18359469, 14432447;0,481;Q2;2019;Demography (Q2)
9795;21100830709;Journal of Sensor and Actuator Networks;22242708;0,481;Q2;2019;"Computer Networks and Communications (Q2); Control and Optimization (Q2); Instrumentation (Q2)"
9796;18948;Journal of Structural and Functional Genomics;15700267, 1345711X;0,481;Q2;2019;"Medicine (miscellaneous) (Q2); Biochemistry (Q3); Genetics (Q3); Structural Biology (Q4)"
9797;27124;Journal of the American Psychiatric Nurses Association;15325725, 10783903;0,481;Q3;2019;Psychiatry and Mental Health (Q3)
9798;28937;Journal of the World Aquaculture Society;17497345, 08938849;0,481;Q2;2019;"Agronomy and Crop Science (Q2); Aquatic Science (Q3)"
9799;27866;Physics of Metals and Metallography;0031918X, 15556190;0,481;Q2;2019;"Condensed Matter Physics (Q2); Materials Chemistry (Q2)"
9800;16949;Physiotherapy Research International;14712865, 13582267;0,481;Q2;2019;Physical Therapy, Sports Therapy and Rehabilitation (Q2)
9801;26287;Publicationes Mathematicae;00333883, 20642849;0,481;Q2;2019;Mathematics (miscellaneous) (Q2)
9802;4600151502;Revista Brasileira de Epidemiologia;1415790X, 19805497;0,481;Q2;2019;"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
9803;8000153103;Ricerche di Matematica;18273491, 00355038;0,481;Q2;2019;"Mathematics (miscellaneous) (Q2); Applied Mathematics (Q3)"
9804;29346;South Atlantic Quarterly;382876;0,481;Q1;2019;"Cultural Studies (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q2)"
9805;21100201987;Southern African Humanities;16815564;0,481;Q1;2019;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); History (Q1)"
9806;6100153022;Strategies in Trauma and Limb Reconstruction;18288928, 18288936;0,481;Q3;2019;Orthopedics and Sports Medicine (Q3)
9807;12171;Transactions of the Institute of Metal Finishing;17459192, 00202967;0,481;Q2;2019;"Condensed Matter Physics (Q2); Mechanics of Materials (Q2); Metals and Alloys (Q2); Surfaces, Coatings and Films (Q2); Surfaces and Interfaces (Q3)"
9808;14500154715;Tropical Plant Biology;19359764, 19359756;0,481;Q2;2019;"Plant Science (Q2); Genetics (Q4)"
9809;21100805726;Voprosy Obrazovaniya/Educational Studies Moscow;24124354, 18149545;0,481;Q2;2019;Education (Q2)
9810;18544;Folia Geobotanica;18749348, 12119520;0,48;Q2;2019;"Paleontology (Q2); Plant Science (Q2)"
9811;5700166959;Human Rights Review;15248879;0,48;Q1;2019;"Law (Q1); Sociology and Political Science (Q2)"
9812;4700151710;International Journal of Public Administration;15324265, 01900692;0,48;Q2;2019;"Business and International Management (Q2); Public Administration (Q2)"
9813;19700170839;Journal of Human Rights Practice;17579619, 17579627;0,48;Q1;2019;"History (Q1); Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
9814;144948;Journal of Occupational Science;14427591;0,48;Q2;2019;"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
9815;6400153118;Journal of Ultrasound;19713495;0,48;Q2;2019;"Medicine (miscellaneous) (Q2); Internal Medicine (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
9816;29742;Marine Geodesy;01490419, 1521060X;0,48;Q2;2019;Oceanography (Q2)
9817;21100922667;Nanocomposites;20550332;0,48;Q2;2019;"Ceramics and Composites (Q2); Materials Chemistry (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
9818;21617;Nations and Nationalism;14698129, 13545078;0,48;Q2;2019;"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2)"
9819;21100932732;PharmacoEconomics - Open;25094262, 25094254;0,48;Q2;2019;"Health Policy (Q2); Pharmacology (Q3); Pharmacology (medical) (Q3)"
9820;6200180164;Profesional de la Informacion;16992407, 13866710;0,48;Q1;2019;"Cultural Studies (Q1); Communication (Q2); Information Systems (Q2); Library and Information Sciences (Q2)"
9821;13420;Psychoanalytic Psychology;19391331, 07369735;0,48;Q2;2019;Clinical Psychology (Q2)
9822;17800156777;Research in Astronomy and Astrophysics;16744527;0,48;Q3;2019;"Astronomy and Astrophysics (Q3); Space and Planetary Science (Q3)"
9823;24943;Seminars in Cutaneous Medicine and Surgery;15580768, 10855629;0,48;Q2;2019;"Dermatology (Q2); Medicine (miscellaneous) (Q2); Surgery (Q2)"
9824;21100242616;Sleep Science;19840659, 19840063;0,48;Q2;2019;"Medicine (miscellaneous) (Q2); Behavioral Neuroscience (Q3); Neuroscience (miscellaneous) (Q3)"
9825;21100935201;ACM Transactions on Cyber-Physical Systems;23789638, 2378962X;0,479;Q2;2019;"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Optimization (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2)"
9826;10600153358;Analytical Chemistry Insights;11773901;0,479;Q2;2019;"Analytical Chemistry (Q2); Medical Laboratory Technology (Q2); Biochemistry (Q3)"
9827;21100935804;Autism and Developmental Language Impairments;23969415;0,479;Q2;2019;"Clinical Psychology (Q2); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
9828;17300;Botanica Marina;00068055, 14374323;0,479;Q2;2019;"Ecology, Evolution, Behavior and Systematics (Q2); Plant Science (Q2); Aquatic Science (Q3)"
9829;6200180160;Frontiers of Earth Science;20950195, 20950209;0,479;Q2;2019;Earth and Planetary Sciences (miscellaneous) (Q2)
9830;4700152629;Frontiers of Mathematics in China;16733452, 16733576;0,479;Q2;2019;Mathematics (miscellaneous) (Q2)
9831;27967;Geotectonics;15561976, 00168521;0,479;Q2;2019;Geology (Q2)
9832;21100805777;Information and Learning Science;23985348;0,479;Q2;2019;"Computer Science Applications (Q2); Education (Q2); Library and Information Sciences (Q2)"
9833;4700152306;International Journal of Mining, Reclamation and Environment;17480949, 17480930;0,479;Q2;2019;"Earth-Surface Processes (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Management of Technology and Innovation (Q2)"
9834;29580;Journal of Comparative Pathology;00219975, 15323129;0,479;Q2;2019;"Veterinary (miscellaneous) (Q2); Pathology and Forensic Medicine (Q3)"
9835;12826;Journal of Negro Education, The;21676437, 00222984;0,479;Q1;2019;"Anthropology (Q1); Education (Q2)"
9836;23836;Linguistics;00243949, 1613396X;0,479;Q1;2019;Linguistics and Language (Q1)
9837;28835;Nursing Education Perspectives;15365026;0,479;Q2;2019;"Education (Q2); Medicine (miscellaneous) (Q2); Nursing (miscellaneous) (Q2)"
9838;11900154312;Petroleum Science;16725107, 19958226;0,479;Q2;2019;"Economic Geology (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Geochemistry and Petrology (Q3); Geophysics (Q3)"
9839;16054;Reading Psychology;02702711, 15210685;0,479;Q1;2019;"Linguistics and Language (Q1); Education (Q2); Developmental and Educational Psychology (Q3)"
9840;17257;South African Journal of Botany;2546299;0,479;Q2;2019;Plant Science (Q2)
9841;27401;Theory of Probability and its Applications;0040585X, 10957219;0,479;Q3;2019;"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
9842;4400151402;Advances in Geosciences;16807340, 16807359;0,478;Q2;2019;"Earth and Planetary Sciences (miscellaneous) (Q2); Space and Planetary Science (Q3)"
9843;21100448239;Advances in Orthopedics;20903472, 20903464;0,478;Q3;2019;Orthopedics and Sports Medicine (Q3)
9844;4400151601;Asia Pacific Education Review;15981037;0,478;Q2;2019;Education (Q2)
9845;17700155010;Australasian Marketing Journal;14413582;0,478;Q2;2019;"Economics and Econometrics (Q2); Marketing (Q2)"
9846;21100456834;Counseling Outcome Research and Evaluation;21501378, 21501386;0,478;Q2;2019;Psychology (miscellaneous) (Q2)
9847;21100258759;EuPA Open Proteomics;22129685;0,478;Q3;2019;Biochemistry (Q3)
9848;25072;Geodiversitas;12809659, 16389395;0,478;Q2;2019;"Geology (Q2); Paleontology (Q2)"
9849;21100794825;Health Psychology Open;20551029;0,478;Q2;2019;"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
9850;145332;Identity;15283488, 1532706X;0,478;Q1;2019;"Anthropology (Q1); Sociology and Political Science (Q2)"
9851;28031;IEEE Transactions on Plasma Science;00933813, 19399375;0,478;Q2;2019;"Condensed Matter Physics (Q2); Nuclear and High Energy Physics (Q2)"
9852;21100407545;International Journal for Crime, Justice and Social Democracy;22028005, 22027998;0,478;Q1;2019;"Law (Q1); Sociology and Political Science (Q2)"
9853;19700188257;International Journal of Image and Data Fusion;19479832, 19479824;0,478;Q2;2019;"Computer Science Applications (Q2); Earth and Planetary Sciences (miscellaneous) (Q2)"
9854;4500151503;Jornal Brasileiro de Pneumologia;18063713, 18063756;0,478;Q3;2019;Pulmonary and Respiratory Medicine (Q3)
9855;5700161731;Journal of Education for Students Placed at Risk;10824669;0,478;Q2;2019;Education (Q2)
9856;25130;Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering;10934529, 15324117;0,478;Q2;2019;"Environmental Engineering (Q2); Medicine (miscellaneous) (Q2)"
9857;145517;Journal of Indian Prosthodontic Society, The;19984057, 09724052;0,478;Q2;2019;"Dentistry (miscellaneous) (Q2); Oral Surgery (Q3)"
9858;30014;Journal of Motor Behavior;00222895, 19401027;0,478;Q3;2019;"Biophysics (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)"
9859;26179;Journal of Pediatric Endocrinology and Metabolism;0334018X, 21910251;0,478;Q2;2019;"Pediatrics, Perinatology and Child Health (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)"
9860;6200180165;Signal, Image and Video Processing;18631711, 18631703;0,478;Q2;2019;"Electrical and Electronic Engineering (Q2); Signal Processing (Q2)"
9861;19900192338;Accounting History Review;21552851, 2155286X;0,477;Q1;2019;"History (Q1); Accounting (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
9862;18003;Advanced Robotics;01691864, 15685535;0,477;Q2;2019;"Computer Science Applications (Q2); Control and Systems Engineering (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Software (Q2)"
9863;12082;Australian Journal of Psychology;00049530, 17429536;0,477;Q2;2019;Psychology (miscellaneous) (Q2)
9864;145680;Business Information Review;2663821;0,477;Q1;2019;"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
9865;19414;Canadian Journal of Urology;11959479;0,477;Q3;2019;Urology (Q3)
9866;27282;Helgoland Marine Research;1438387X;0,477;Q3;2019;"Aquatic Science (Q3); Oceanography (Q3)"
9867;13921;High Altitude Medicine and Biology;15578682, 15270297;0,477;Q2;2019;"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Sports Science (Q3)"
9868;21100824667;Image Processing On Line;21051232;0,477;Q2;2019;"Signal Processing (Q2); Software (Q2)"
9869;14500154757;International Journal of Emergency Medicine;18651372, 18651380;0,477;Q2;2019;Emergency Medicine (Q2)
9870;7500153132;International Journal of River Basin Management;15715124, 18142060;0,477;Q2;2019;Water Science and Technology (Q2)
9871;20607;Journal of Food Products Marketing;15404102, 10454446;0,477;Q2;2019;"Business and International Management (Q2); Food Science (Q2); Marketing (Q2)"
9872;21177;Journal of Materials Science: Materials in Electronics;09574522, 1573482X;0,477;Q2;2019;"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Bioengineering (Q3); Biomaterials (Q3); Biomedical Engineering (Q3); Biophysics (Q3)"
9873;21100204927;Journal of Ophthalmic Inflammation and Infection;18695760;0,477;Q3;2019;"Infectious Diseases (Q3); Ophthalmology (Q3)"
9874;19700175077;Local and Regional Anesthesia;11787112;0,477;Q2;2019;Anesthesiology and Pain Medicine (Q2)
9875;21100278302;Management Review Quarterly;21981639, 21981620;0,477;Q2;2019;"Business, Management and Accounting (miscellaneous) (Q2); Strategy and Management (Q2)"
9876;14300154706;Peer-to-Peer Networking and Applications;19366450, 19366442;0,477;Q2;2019;"Computer Networks and Communications (Q2); Software (Q2)"
9877;25192;Reviews of Environmental Contamination and Toxicology;1795953;0,477;Q2;2019;"Medicine (miscellaneous) (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
9878;13097;Southern African Geographical Journal;03736245, 21512418;0,477;Q2;2019;"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2)"
9879;19248;Thoracic and Cardiovascular Surgeon;14391902, 01716425;0,477;Q2;2019;"Surgery (Q2); Cardiology and Cardiovascular Medicine (Q3); Pulmonary and Respiratory Medicine (Q3)"
9880;21999;Vibrational Spectroscopy;9242031;0,477;Q3;2019;Spectroscopy (Q3)
9881;26847;Women and Criminal Justice;8974454;0,477;Q1;2019;"Law (Q1); Gender Studies (Q2)"
9882;21100811140;AIMS Biophysics;23779098;0,476;Q3;2019;"Biochemistry (Q3); Biophysics (Q3); Molecular Biology (Q4); Structural Biology (Q4)"
9883;21100285741;Analysis and Metaphysics;15848574;0,476;Q1;2019;Philosophy (Q1)
9884;26784;British Journal of Biomedical Science;9674845;0,476;Q3;2019;"Biochemistry (medical) (Q3); Clinical Biochemistry (Q3); Immunology (Q3); Immunology and Allergy (Q3); Infectious Diseases (Q3); Microbiology (Q3); Microbiology (medical) (Q3)"
9885;21100242611;International Journal of Gender and Entrepreneurship;17566274, 17566266;0,476;Q2;2019;"Business and International Management (Q2); Economics and Econometrics (Q2); Gender Studies (Q2)"
9886;21100242411;International Journal of Law in Context;17445531, 17445523;0,476;Q1;2019;Law (Q1)
9887;21100229269;International Journal of Urban Sciences;12265934, 21616779;0,476;Q2;2019;"Geography, Planning and Development (Q2); Urban Studies (Q2)"
9888;29947;Journal of Chemotherapy;1120009X, 19739478;0,476;Q2;2019;"Medicine (miscellaneous) (Q2); Infectious Diseases (Q3); Oncology (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)"
9889;21100840059;Journal of Computational Dynamics;21582505;0,476;Q2;2019;"Computational Mathematics (Q2); Computational Mechanics (Q2)"
9890;27969;Journal of Equine Science;13403516;0,476;Q2;2019;Equine (Q2)
9891;25283;Journal of Fluorine Chemistry;221139;0,476;Q2;2019;"Inorganic Chemistry (Q2); Organic Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Biochemistry (Q3); Environmental Chemistry (Q3)"
9892;26990;Molecular Physics;00268976, 13623028;0,476;Q2;2019;"Condensed Matter Physics (Q2); Physical and Theoretical Chemistry (Q2); Biophysics (Q3); Molecular Biology (Q4)"
9893;29068;Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms;0168583X;0,476;Q2;2019;"Instrumentation (Q2); Nuclear and High Energy Physics (Q3)"
9894;29254;Nursing Philosophy;14667681, 1466769X;0,476;Q1;2019;"Research and Theory (Q1); Issues, Ethics and Legal Aspects (Q2); Medicine (miscellaneous) (Q2)"
9895;19700187624;Open Learning;02680513, 14699958;0,476;Q2;2019;"Education (Q2); E-learning (Q2)"
9896;18794;Petrophysics;15299074;0,476;Q2;2019;"Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2)"
9897;23969;Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering;9544070;0,476;Q2;2019;"Aerospace Engineering (Q2); Mechanical Engineering (Q2)"
9898;24191;Review of Political Economy;14653982, 09538259;0,476;Q1;2019;"Economics, Econometrics and Finance (miscellaneous) (Q1); Political Science and International Relations (Q2)"
9899;18238;Revista de Investigacion Clinica;348376;0,476;Q2;2019;Medicine (miscellaneous) (Q2)
9900;10300153313;Transactions on Embedded Computing Systems;15583465, 15399087;0,476;Q2;2019;"Hardware and Architecture (Q2); Software (Q2)"
9901;19700173110;Bulletin of Insectology;17218861;0,475;Q2;2019;Insect Science (Q2)
9902;5800173383;Current Clinical Pharmacology;15748847, 22123938;0,475;Q2;2019;"Medicine (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacology (medical) (Q3)"
9903;19700177514;Dermato-Endocrinology;19381972, 19381980;0,475;Q2;2019;"Dermatology (Q2); Endocrinology, Diabetes and Metabolism (Q3)"
9904;19300156901;Dose-Response;15593258;0,475;Q2;2019;"Public Health, Environmental and Occupational Health (Q2); Chemical Health and Safety (Q3); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
9905;25029;European journal of prosthodontics and restorative dentistry, The;9657452;0,475;Q2;2019;Medicine (miscellaneous) (Q2)
9906;4400151731;Future Cardiology;14796678;0,475;Q3;2019;"Cardiology and Cardiovascular Medicine (Q3); Molecular Medicine (Q3)"
9907;5300152705;General Thoracic and Cardiovascular Surgery;18636705, 18632092;0,475;Q2;2019;"Medicine (miscellaneous) (Q2); Surgery (Q2); Cardiology and Cardiovascular Medicine (Q3); Pulmonary and Respiratory Medicine (Q3)"
9908;21100267980;GERMS;22482997;0,475;Q2;2019;"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Microbiology (medical) (Q3)"
9909;5800207702;Interaction Studies;15720381, 15720373;0,475;Q1;2019;"Linguistics and Language (Q1); Animal Science and Zoology (Q2); Communication (Q2); Human-Computer Interaction (Q2)"
9910;21100900134;International Journal on Engineering Applications;25332295, 22812881;0,475;Q1;2019;"Engineering (miscellaneous) (Q1); Computer Science Applications (Q2)"
9911;21100338761;Israel Journal of Health Policy Research;20454015;0,475;Q2;2019;"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
9912;19700170495;LIBER Quarterly;14355205;0,475;Q2;2019;Library and Information Sciences (Q2)
9913;21100924771;Natural Products and Bioprospecting;21922209, 21922195;0,475;Q2;2019;"Analytical Chemistry (Q2); Food Science (Q2); Plant Science (Q2); Biochemistry (Q3); Organic Chemistry (Q3); Pharmacology (Q3); Toxicology (Q3)"
9914;21100853993;Neuro-Oncology Practice;20542577, 20542585;0,475;Q2;2019;"Medicine (miscellaneous) (Q2); Neurology (Q3); Oncology (Q3)"
9915;110152;Optik;00304026, 16181336;0,475;Q2;2019;"Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)"
9916;21100416147;Reproductive Biomedicine and Society Online;24056618;0,475;Q1;2019;"Cultural Studies (Q1); Health (social science) (Q2); Reproductive Medicine (Q3); Developmental Biology (Q4)"
9917;14054;SORT;16962281, 20138830;0,475;Q3;2019;"Management Science and Operations Research (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
9918;5700164241;Young;11033088;0,475;Q2;2019;"Health (social science) (Q2); Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3)"
9919;24090;Acta Ethologica;14379546, 08739749;0,474;Q2;2019;"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
9920;23942;Biomedical Chromatography;10990801, 02693879;0,474;Q2;2019;"Analytical Chemistry (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Clinical Biochemistry (Q3); Drug Discovery (Q3); Pharmacology (Q3); Molecular Biology (Q4)"
9921;21100849723;BJA Education;20585357, 20585349;0,474;Q2;2019;Anesthesiology and Pain Medicine (Q2)
9922;14971;European Journal of Finance;1351847X, 14664364;0,474;Q1;2019;Economics, Econometrics and Finance (miscellaneous) (Q1)
9923;21100416483;Families, Relationships and Societies;20467435, 20467443;0,474;Q2;2019;Sociology and Political Science (Q2)
9924;20739;Family and Community Health;01606379, 15505057;0,474;Q2;2019;Public Health, Environmental and Occupational Health (Q2)
9925;21100284944;Geosciences (Switzerland);20763263;0,474;Q2;2019;Earth and Planetary Sciences (miscellaneous) (Q2)
9926;19700175133;Heart International;20362579, 18261868;0,474;Q3;2019;Cardiology and Cardiovascular Medicine (Q3)
